kierunek;wynagrodzenie;uczelnia;rok;forma;poziom;wskaznik;binary;województwo;stopa_bezr;absolwenci;kierunki
 Informatyka ;4766,67; Uniwersytet Wrocławski ;2018;Stacjonarne;II stopnia; 1.13 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
Kierunki humanistyczne;5193,89; Uniwersytet Wrocławski ;2018;Niestacjonarne;II stopnia; 1.13 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
Kierunki humanistyczne;5097,66; Uniwersytet Wrocławski ;2018;Stacjonarne;II stopnia; 0.99 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
 Matematyka ;4637,35; Uniwersytet Wrocławski ;2018;Stacjonarne;II stopnia; 0.98 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
 Socjologia ;4900,59; Uniwersytet Wrocławski ;2018;Niestacjonarne;II stopnia; 0.96 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
 Bezpieczeństwo międzynarodowe ;3956,18; Uniwersytet Wrocławski ;2018;Niestacjonarne;II stopnia; 0.94 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
 Bezpieczeństwo narodowe ;3983,76; Uniwersytet Wrocławski ;2018;Niestacjonarne;I stopnia; 0.91 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
Kierunki humanistyczne;4241,7; Uniwersytet Wrocławski ;2018;Stacjonarne;II stopnia; 0.9 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
 Ekonomia ;3984,07; Uniwersytet Wrocławski ;2018;Niestacjonarne;II stopnia; 0.89 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ekonomiczne
 Ekonomia ;3984,07; Uniwersytet Wrocławski ;2018;Niestacjonarne;II stopnia; 0.89 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ekonomiczne
 Fizyka ;4822,54; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.88 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
Kierunki humanistyczne;3949,32; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.83 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
 Dziennikarstwo i komunikacja społeczna ;3882,07; Uniwersytet Wrocławski ;2018;Niestacjonarne;II stopnia; 0.8 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
Kierunki humanistyczne;4459,15; Uniwersytet Wrocławski ;2018;Stacjonarne;II stopnia; 0.8 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
Kierunki humanistyczne;4096,51; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.78 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
 Ekonomia ;3557,77; Uniwersytet Wrocławski ;2018;Niestacjonarne;I stopnia; 0.78 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ekonomiczne
 Prawo ;3763,35; Uniwersytet Wrocławski ;2018;Niestacjonarne;II stopnia; 0.78 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
 Fizyka ;4266,67; Uniwersytet Wrocławski ;2018;Stacjonarne;II stopnia; 0.76 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
Kierunki humanistyczne;3726,79; Uniwersytet Wrocławski ;2018;Niestacjonarne;II stopnia; 0.76 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
 Administracja ;3599,16; Uniwersytet Wrocławski ;2018;Niestacjonarne;II stopnia; 0.75 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
Kierunki humanistyczne;3760,47; Uniwersytet Wrocławski ;2018;Niestacjonarne;II stopnia; 0.75 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
Kierunki humanistyczne;3546,13; Uniwersytet Wrocławski ;2018;Niestacjonarne;I stopnia; 0.74 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
 LL.M. International and European Law ;4251,8; Uniwersytet Wrocławski ;2018;Stacjonarne;II stopnia; 0.74 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
Kierunki humanistyczne;3577,35; Uniwersytet Wrocławski ;2018;Niestacjonarne;I stopnia; 0.73 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
Kierunki humanistyczne;3204,36; Uniwersytet Wrocławski ;2018;Niestacjonarne;I stopnia; 0.73 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
 Pedagogika ;3191,38; Uniwersytet Wrocławski ;2018;Niestacjonarne;II stopnia; 0.72 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
 Ekonomia ;3254,97; Uniwersytet Wrocławski ;2018;Stacjonarne;II stopnia; 0.71 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ekonomiczne
 Matematyka ;3350; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.67 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
 Pedagogika specjalna ;3034,53; Uniwersytet Wrocławski ;2018;Niestacjonarne;I stopnia; 0.66 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
Kierunki humanistyczne;3195,59; Uniwersytet Wrocławski ;2018;Stacjonarne;II stopnia; 0.66 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
Kierunki humanistyczne;2997,07; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.66 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
 Biologia ;2664,99; Uniwersytet Wrocławski ;2018;Stacjonarne;II stopnia; 0.65 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki przyrodnicze
 Administracja ;2963,15; Uniwersytet Wrocławski ;2018;Niestacjonarne;I stopnia; 0.65 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
Kierunki humanistyczne;3172,89; Uniwersytet Wrocławski ;2018;Stacjonarne;II stopnia; 0.64 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
 Geologia ;3062,63; Uniwersytet Wrocławski ;2018;Stacjonarne;II stopnia; 0.64 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki przyrodnicze
 Chemia ;2890,39; Uniwersytet Wrocławski ;2018;Stacjonarne;II stopnia; 0.64 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
Kierunki humanistyczne;3125; Uniwersytet Wrocławski ;2018;Stacjonarne;II stopnia; 0.62 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
 Stosunki międzynarodowe ;3100,38; Uniwersytet Wrocławski ;2018;Stacjonarne;II stopnia; 0.62 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ekonomiczne
Kierunki humanistyczne;2903,7; Uniwersytet Wrocławski ;2018;Niestacjonarne;I stopnia; 0.6 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
 Archeologia ;2945,13; Uniwersytet Wrocławski ;2018;Stacjonarne;II stopnia; 0.59 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
Kierunki humanistyczne;2889,43; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.59 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
 Geografia ;2872,17; Uniwersytet Wrocławski ;2018;Stacjonarne;II stopnia; 0.59 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki przyrodnicze
Kierunki humanistyczne;2848,36; Uniwersytet Wrocławski ;2018;Stacjonarne;II stopnia; 0.59 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
 Praca socjalna ;2455,19; Uniwersytet Wrocławski ;2018;Niestacjonarne;I stopnia; 0.59 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
 Mikrobiologia ;2791,38; Uniwersytet Wrocławski ;2018;Stacjonarne;II stopnia; 0.59 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki przyrodnicze
 Kulturoznawstwo ;2859,66; Uniwersytet Wrocławski ;2018;Stacjonarne;II stopnia; 0.59 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
 Politologia ;2670,09; Uniwersytet Wrocławski ;2018;Stacjonarne;II stopnia; 0.58 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
 Praca socjalna ;2543,75; Uniwersytet Wrocławski ;2018;Stacjonarne;II stopnia; 0.58 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
 Praca socjalna ;2543,75; Uniwersytet Wrocławski ;2018;Stacjonarne;II stopnia; 0.58 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
 Prawo ;2857,7; Uniwersytet Wrocławski ;2018;Niestacjonarne;Jednolite-magisterskie; 0.57 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
 Biotechnologia ;2344,27; Uniwersytet Wrocławski ;2018;Stacjonarne;II stopnia; 0.56 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki przyrodnicze
 Prawo ;2743,95; Uniwersytet Wrocławski ;2018;Stacjonarne;Jednolite-magisterskie; 0.56 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
Kierunki humanistyczne;2411,55; Uniwersytet Wrocławski ;2018;Stacjonarne;II stopnia; 0.55 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
 Pedagogika specjalna ;2708,89; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.55 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
 Pedagogika ;2742,69; Uniwersytet Wrocławski ;2018;Stacjonarne;II stopnia; 0.54 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
 Praca socjalna ;2566,04; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.54 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
Kierunki humanistyczne;2884,12; Uniwersytet Wrocławski ;2018;Stacjonarne;II stopnia; 0.54 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
 Socjologia grup dyspozycyjnych ;2355,2; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.54 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
 Socjologia grup dyspozycyjnych ;2355,2; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.54 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
 Zarządzanie bezpieczeństwem państwa ;2472,4; Uniwersytet Wrocławski ;2018;Stacjonarne;II stopnia; 0.53 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
 Ekonomia ;2186,7; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.53 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ekonomiczne
Kierunki humanistyczne;2589,09; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.53 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
 Bezpieczeństwo międzynarodowe ;2268,3; Uniwersytet Wrocławski ;2018;Stacjonarne;II stopnia; 0.52 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
 Psychologia ;2875,02; Uniwersytet Wrocławski ;2018;Niestacjonarne;Jednolite-magisterskie; 0.51 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
Kierunki humanistyczne;2314,29; Uniwersytet Wrocławski ;2018;Stacjonarne;II stopnia; 0.51 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
 Ochrona środowiska ;2713,86; Uniwersytet Wrocławski ;2018;Stacjonarne;II stopnia; 0.5 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki przyrodnicze
 Pedagogika ;2412,5; Uniwersytet Wrocławski ;2018;Niestacjonarne;I stopnia; 0.5 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
 Zarządzanie projektami społecznymi ;2139,68; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.49 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
 Psychologia ;2450,77; Uniwersytet Wrocławski ;2018;Stacjonarne;Jednolite-magisterskie; 0.48 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
Kierunki humanistyczne;2348,3; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.47 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
 Biologia człowieka ;2526,98; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.47 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki przyrodnicze
 Pedagogika ;2292,66; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.47 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
Kierunki humanistyczne;1966,02; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.45 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
Kierunki humanistyczne;2531,34; Uniwersytet Wrocławski ;2018;Stacjonarne;II stopnia; 0.45 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
 Bezpieczeństwo narodowe ;2020,35; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.44 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
Kierunki humanistyczne;2410,72; Uniwersytet Wrocławski ;2018;Stacjonarne;II stopnia; 0.44 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
Kierunki humanistyczne;2043,39; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.43 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
 Stosunki międzynarodowe ;2201,09; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.43 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ekonomiczne
 Administracja ;1918,64; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.43 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
 Etnologia i antropologia kulturowa ;1918,87; Uniwersytet Wrocławski ;2018;Stacjonarne;II stopnia; 0.43 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
 Gospodarka przestrzenna ;2096,04; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.42 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki techniczne
 Dyplomacja europejska ;1981,81; Uniwersytet Wrocławski ;2018;Stacjonarne;II stopnia; 0.42 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
 Dziennikarstwo i komunikacja społeczna ;2014,76; Uniwersytet Wrocławski ;2018;Stacjonarne;II stopnia; 0.41 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
 Dziennikarstwo i komunikacja społeczna ;2281,43; Uniwersytet Wrocławski ;2018;Niestacjonarne;I stopnia; 0.41 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
 Zarządzanie środowiskiem przyrodniczym ;2075,13; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.4 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki przyrodnicze
 Mikrobiologia ;1809,7; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.4 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki przyrodnicze
Kierunki humanistyczne;1866,36; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.39 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
 Geografia ;1760,66; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.39 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki przyrodnicze
Kierunki humanistyczne;2040,75; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.39 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
 Socjologia ;1712,9; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.38 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
Kierunki humanistyczne;1792,05; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.37 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
 Politologia ;1630,51; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.35 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
 Biologia ;1625,66; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.35 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki przyrodnicze
 Dziennikarstwo i komunikacja społeczna ;1501,01; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.35 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
 Dziedzictwo kultury materialnej - ochrona, promocja, gospodarowanie ;1612,5; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.34 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
Kierunki humanistyczne;1744,26; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.33 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
 Chemia ;1520,23; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.32 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
 Archeologia ;1228,51; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.31 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
Kierunki humanistyczne;1269,19; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.29 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
 Dyplomacja europejska ;1285,8; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.28 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
 Geologia ;1350,05; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.28 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki przyrodnicze
Kierunki humanistyczne;1367,39; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.28 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
Kierunki humanistyczne;1524; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.28 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
 Etnologia i antropologia kulturowa ;1131,25; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.26 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
Kierunki humanistyczne;1226,08; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.25 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
Kierunki humanistyczne;1359,05; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.25 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
Kierunki humanistyczne;1359,05; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.25 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
 Ochrona środowiska ;1316,03; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.24 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki przyrodnicze
Kierunki humanistyczne;1083,14; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.23 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki ścisłe
 Genetyka i biologia eksperymentalna ;1261,33; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.23 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki przyrodnicze
 Biotechnologia ;866,67; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.17 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki przyrodnicze
 Kulturoznawstwo ;539,73; Uniwersytet Wrocławski ;2018;Stacjonarne;I stopnia; 0.1 ;Pierwszy prog;dolnośląskie;5,2;104;Kierunki społeczne
 Elektrotechnika ;6466,8; Uniwersytet Zielonogórski ;2018;Niestacjonarne;II stopnia; 1.43 ;Pierwszy prog;lubuskie;5,8;31;Kierunki techniczne
 Mechanika i budowa maszyn ;6007,42; Uniwersytet Zielonogórski ;2018;Niestacjonarne;I stopnia; 1.33 ;Pierwszy prog;lubuskie;5,8;31;Kierunki techniczne
 Zarządzanie i inżynieria produkcji ;5502,58; Uniwersytet Zielonogórski ;2018;Niestacjonarne;I stopnia; 1.32 ;Pierwszy prog;lubuskie;5,8;31;Kierunki techniczne
 Mechanika i budowa maszyn ;6248,54; Uniwersytet Zielonogórski ;2018;Niestacjonarne;II stopnia; 1.32 ;Pierwszy prog;lubuskie;5,8;31;Kierunki techniczne
 Energetyka ;5052,19; Uniwersytet Zielonogórski ;2018;Niestacjonarne;I stopnia; 1.18 ;Pierwszy prog;lubuskie;5,8;31;Kierunki techniczne
 Informatyka ;5614,06; Uniwersytet Zielonogórski ;2018;Niestacjonarne;I stopnia; 1.13 ;Pierwszy prog;lubuskie;5,8;31;Kierunki ścisłe
 Informatyka ;4741,05; Uniwersytet Zielonogórski ;2018;Stacjonarne;II stopnia; 1.02 ;Pierwszy prog;lubuskie;5,8;31;Kierunki ścisłe
 Informatyka ;4215,12; Uniwersytet Zielonogórski ;2018;Stacjonarne;I stopnia; 0.97 ;Pierwszy prog;lubuskie;5,8;31;Kierunki ścisłe
 Budownictwo ;4209,36; Uniwersytet Zielonogórski ;2018;Niestacjonarne;II stopnia; 0.94 ;Pierwszy prog;lubuskie;5,8;31;Kierunki techniczne
 Pielęgniarstwo ;4050,3; Uniwersytet Zielonogórski ;2018;Stacjonarne;I stopnia; 0.92 ;Pierwszy prog;lubuskie;5,8;31;Kierunki medyczne
 Bezpieczeństwo narodowe ;4207,2; Uniwersytet Zielonogórski ;2018;Niestacjonarne;II stopnia; 0.91 ;Pierwszy prog;lubuskie;5,8;31;Kierunki społeczne
 Politologia ;3944,5; Uniwersytet Zielonogórski ;2018;Stacjonarne;I stopnia; 0.87 ;Pierwszy prog;lubuskie;5,8;31;Kierunki społeczne
 Automatyka i robotyka ;3713,66; Uniwersytet Zielonogórski ;2018;Stacjonarne;I stopnia; 0.86 ;Pierwszy prog;lubuskie;5,8;31;Kierunki techniczne
 Bezpieczeństwo narodowe ;3752,37; Uniwersytet Zielonogórski ;2018;Niestacjonarne;I stopnia; 0.85 ;Pierwszy prog;lubuskie;5,8;31;Kierunki społeczne
 Budownictwo ;3440,26; Uniwersytet Zielonogórski ;2018;Niestacjonarne;I stopnia; 0.85 ;Pierwszy prog;lubuskie;5,8;31;Kierunki techniczne
 Administracja ;3649,13; Uniwersytet Zielonogórski ;2018;Niestacjonarne;I stopnia; 0.84 ;Pierwszy prog;lubuskie;5,8;31;Kierunki społeczne
 Wychowanie fizyczne ;3744,45; Uniwersytet Zielonogórski ;2018;Niestacjonarne;I stopnia; 0.84 ;Pierwszy prog;lubuskie;5,8;31;Kierunki medyczne
Kierunki humanistyczne;3522,72; Uniwersytet Zielonogórski ;2018;Niestacjonarne;I stopnia; 0.83 ;Pierwszy prog;lubuskie;5,8;31;Kierunki ścisłe
 Technologia żywności i żywienie człowieka ;3556,45; Uniwersytet Zielonogórski ;2018;Niestacjonarne;I stopnia; 0.82 ;Pierwszy prog;lubuskie;5,8;31;Kierunki rolnicze i leśne
 Automatyka i robotyka ;3776,32; Uniwersytet Zielonogórski ;2018;Stacjonarne;II stopnia; 0.82 ;Pierwszy prog;lubuskie;5,8;31;Kierunki techniczne
 Mechanika i budowa maszyn ;3520,43; Uniwersytet Zielonogórski ;2018;Stacjonarne;II stopnia; 0.8 ;Pierwszy prog;lubuskie;5,8;31;Kierunki techniczne
 Administracja ;3466,47; Uniwersytet Zielonogórski ;2018;Niestacjonarne;II stopnia; 0.79 ;Pierwszy prog;lubuskie;5,8;31;Kierunki społeczne
 Wychowanie fizyczne ;3318,69; Uniwersytet Zielonogórski ;2018;Niestacjonarne;II stopnia; 0.78 ;Pierwszy prog;lubuskie;5,8;31;Kierunki medyczne
 Praca socjalna ;3476,25; Uniwersytet Zielonogórski ;2018;Niestacjonarne;II stopnia; 0.78 ;Pierwszy prog;lubuskie;5,8;31;Kierunki społeczne
 Zarządzanie ;3453,91; Uniwersytet Zielonogórski ;2018;Niestacjonarne;II stopnia; 0.77 ;Pierwszy prog;lubuskie;5,8;31;Kierunki ekonomiczne
 Administracja ;3424,63; Uniwersytet Zielonogórski ;2018;Niestacjonarne;I stopnia; 0.76 ;Pierwszy prog;lubuskie;5,8;31;Kierunki społeczne
 Mechanika i budowa maszyn ;3460; Uniwersytet Zielonogórski ;2018;Stacjonarne;I stopnia; 0.76 ;Pierwszy prog;lubuskie;5,8;31;Kierunki techniczne
 Ekonomia ;3323,8; Uniwersytet Zielonogórski ;2018;Niestacjonarne;II stopnia; 0.75 ;Pierwszy prog;lubuskie;5,8;31;Kierunki ekonomiczne
 Pedagogika ;3224,22; Uniwersytet Zielonogórski ;2018;Niestacjonarne;II stopnia; 0.73 ;Pierwszy prog;lubuskie;5,8;31;Kierunki społeczne
Kierunki humanistyczne;3416,91; Uniwersytet Zielonogórski ;2018;Stacjonarne;I stopnia; 0.71 ;Pierwszy prog;lubuskie;5,8;31;Kierunki ścisłe
 Zarządzanie i inżynieria produkcji ;2982,82; Uniwersytet Zielonogórski ;2018;Stacjonarne;I stopnia; 0.69 ;Pierwszy prog;lubuskie;5,8;31;Kierunki techniczne
 Ekonomia ;3305,67; Uniwersytet Zielonogórski ;2018;Niestacjonarne;I stopnia; 0.69 ;Pierwszy prog;lubuskie;5,8;31;Kierunki ekonomiczne
 Praca socjalna ;3009,74; Uniwersytet Zielonogórski ;2018;Niestacjonarne;I stopnia; 0.68 ;Pierwszy prog;lubuskie;5,8;31;Kierunki społeczne
Kierunki humanistyczne;3175,12; Uniwersytet Zielonogórski ;2018;Stacjonarne;II stopnia; 0.67 ;Pierwszy prog;lubuskie;5,8;31;Kierunki ścisłe
 Budownictwo ;2972; Uniwersytet Zielonogórski ;2018;Stacjonarne;II stopnia; 0.67 ;Pierwszy prog;lubuskie;5,8;31;Kierunki techniczne
 Zarządzanie i inżynieria produkcji ;2977,31; Uniwersytet Zielonogórski ;2018;Stacjonarne;II stopnia; 0.67 ;Pierwszy prog;lubuskie;5,8;31;Kierunki techniczne
 Pedagogika ;2817,87; Uniwersytet Zielonogórski ;2018;Niestacjonarne;I stopnia; 0.67 ;Pierwszy prog;lubuskie;5,8;31;Kierunki społeczne
